veracity,claims
0,“Putin has ordered his military to seek and destroy US-Deep State bio-labs” in Ukraine.
1, The word “propaganda” was misspelled “propoganda” at CPAC 2022.
0,The 2020 election “was stolen from Donald J. Trump.”
0, Photo shows Ukrainian President Volodymyr Zelenskyy visiting front line troops during the February 2022 invasion by Russia.
0,“We now have the scientific evidence that shows the risk of myocarditis for young males is greater for the vaccine than it is for the disease.”
0,“I’ve been in and out of Iraq and Afghanistan over 40 times.”
1, A Russian businessman offered a $1 million bounty for President Vladimir Putin’s arrest.
0,Build Back Better “would be a huge payday for Chinese manufacturing” and “would fill our streets with cars made with Chinese parts.”
0,Ottawa threatened to euthanize truckers pets as punishment
0,“Hillary Clinton spied on President Trump.”
0,Russian President Vladimir Putin said that Gilgit-Baltistan should be part of India.
0,Federal border officials are allowing undocumented immigrants who are “known criminals who possess an arrest warrant to fly on U.S. aircraft (which) threatens our homeland security.”
0,CNN Did Report That Explosion In Ukraine Was ‘Peaceful’
0,“CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on COVID-19 mortality in the U.S.”
0,Former beauty queen Anastasiia Lenna joined the Ukrainian military.
1,"“Under my plan, nobody earning less than $400,000 a year will pay an additional penny in new taxes. Not a single penny.”"
0,The Therapeutic Goods Administration overturned a ban on ivermectin as a treatment for COVID-19.
0,Video shows Ukrainian crisis actors come to life after pretending to be dead.
0, The Ukrainian Flag Was Draped On The Statue Of Liberty.
0,The IRS is taking money away from people who received unemployment benefits.
0," COVID-19 vaccine mRNA is converted to DNA and enters the cell’s nucleus, so the vaccines can potentially change our DNA"
1," Ukrainian Deputy Prime Minister Mykhailo Fedorov wrote a letter to Meta CEO Mark Zuckerberg, calling for the company to block access to Facebook and Instagram in Russia."
0,Video shows voter fraud by the BJP during the 2022 Uttar Pradesh elections.
0,Dr. Anthony Fauci has not spoken or appeared publicly for several weeks.
0,allegedly shows a Chevron gas station in California where gasoline prices are listed at over $9 a gallon.
0,"“As the world rallies around Ukraine, Mike Lee was one of only two senators to oppose sanctions on Putin. Then he flew to the Kremlin and discussed dropping sanctions. Lee even opposed arming Ukrainians fighting for their lives.”"
0, A photograph shows Ukrainian President Volodymyr Zelenskyy holding a swastika jersey.
0, Video Of Putin’s Hand Going Through Microphone Is Proof Of Green Screen.
0, NATO Laptop With Intelligence was Found At Headquarters Of Ukrainian Nationalists
0,“Johns Hopkins” study finds “lockdowns” had “little to no” impact on COVID-19 deaths.
0,American Megachurches are not offering Relief and Support To The Ukrainian People
1,"“Here in Wisconsin, prescription drug costs grew at a pace of nearly twice as much as the average Wisconsinite’s income from 2015-2019.”"
0,allegedly shows a CNN chyron reporting that Russian President Vladimir Putin warned India against interfering in his invasion of Ukraine.
0,“Worldwide data has confirmed the vaccinated are developing COVID vaccine-induced Acquired Immune Deficiency Syndrome.”
0,Coffee is proven to cause certain types of cancer.
0,"“Donald Trump’s appeasement of Putin wasn’t just a personal act of treason, it’s the Republican Party’s official position.”"
0,“Joe Biden caved to the radical environmentalists and stopped America’s Keystone pipeline and dramatically increased Americans’ dependence on Russian oil”
0,“We were energy independent one year ago.”
0,"“In other words, you’re about 70 percent less likely to die if you take ivermectin compared to taking remdesivir”"
0,"Tamara Lich, leader of the Ottawa Trucker Convoy, found dead in her cell – reports"
0," There are 430,000 more people in employment than before the pandemic began."
0, The USA funds Bioweapons labs in Ukraine.
1,"The oil industry has “9,000 permits to drill now. They could be drilling right now, yesterday, last week, last year.”"
0,Russian President Vladimir Putin quietly dispatched nuclear bomber aircraft to Venezuela during Russia’s invasion of Ukraine.
0,"“Marco Rubio is following his party bosses, like Rick Scott, with his plan to raise taxes on Florida’s working families, retirees and veterans.”"
0, “COVID Deaths Have Been Vastly Overcounted”
0,Joe Biden’s cancellation of the Keystone pipeline “dramatically increased Americans’ dependence on Russian oil.”
0,Safety surveillance data in the Pfizer’s document shows harmful effects of the Pfizer-BioNTech COVID-19 vaccine
1,“We are No. 1 among all large states in having fully vaccinated teenagers. We are No. 2 in all large states for having fully vaccinated five- to 11- year-olds.”
0," “Toria Nuland just confirmed that the Russian disinformation (Bioweapons) they’ve been telling us for days is a lie and a conspiracy theory and crazy and immoral to believe is, in fact, totally and completely true.”"
1,“The US has made strides in reducing carbon emissions that other parts of the world have not.”
0,“We are not planning to attack other countries. We didn’t attack Ukraine in the first place.”
0,"Brian Kemp “dismissed concerns about voter fraud in the 2020 election” and “widespread illegal ballot harvesting continued, electing two Democrat senators.”"
0, Alexandria Ocasio-Cortez proposed a 10% tax on white people.
0,"“You couldn’t buy a cannon when, in fact, the Second Amendment passed.”"
0, claims a New York airport took legal possession of one of former President Donald Trump’s airplanes.
0,"Disney+ has had over 350,000 cancellations in the last five days."
0,Nigeria’s debt has increased by N4 trillion in the past six years.
0, “The same system that kept you in the dark about Ghislaine Maxwell…doesn’t mind live-streaming Johnny Depp’s trial.”
0, “I have never asked the president to resign. So what the book said was not true.”
1,Has a Wikipedia Co-Founder Complained About the Site’s Liberal Bias?
0, claims CNN anchor Chris Wallace quit the network after only three weeks on the air.
0, Squalene in vaccines caused Gulf War Syndrome; the World Health Organization aims to depopulate the world with sterility-causing vaccines
0,"“There is no country in the world that treats journalists more cruelly than Ukraine, the regime simply cannot stand freedom of speech …”"
0,A consent decree approved by Gov. Brian Kemp “invalidated all voter ID law” and “allowed fraudulent ballots to be accepted” in the 2020 race.
0,“We are watching what’s happening in the country … parents that are being attacked by the attorney general saying that somehow they are terrorists because they want to go to school board meetings.”
1,"Cannabis reform “is supported by the majority of the residents of our state, including a majority of Republicans.”"
0,“sooooo Red Cross won’t use vaxxed blood ??”
0,A “physics professor” says a mind-control weapon was used successfully in the Gulf War to force Iraqi troops to surrender.
0,Joe Biden didn’t sign an antilynching bill in a ceremony outside the White House on March 29.
0,Ukrainian refugees beat a Russian teenager to death in Germany.
0,“Medicare goes bankrupt in four years. Social Security goes bankrupt in 12 years.”
0, An Albert Einstein paper contradicts carbon dioxide-driven climate change.
0,“We are allowing human organisms to become bioweapon factories”
0,Video shows final moments before Boeing 737 plane crash in China
1,Florida is “49th in the nation when it comes to (Medicaid) funding” for people with disabilities.
0,Leonardo DiCaprio Donates $10 Million To Ukraine Armed Forces
0,"Classified documents from Ukraine “confirm without a shadow of a doubt” that the Ukraine government was “covertly preparing an offensive operation against Donbas, scheduled for March 2022.”"
0,Shows Vice President Kamala Harris avoiding a question about how long Americans “should be bracing for this historic inflation and some unprecedented gas prices.”
0," “According to data released by the U.S., it has 26 bio-labs and other related facilities in Ukraine, over which the U.S. Department of Defense has absolute control… the biological military activities of the U.S. in Ukraine are merely the tip of the iceberg.”"
0, Joe Biden “has been secretly flying illegal immigrants into communities across the country in the middle of the night.”
0,The FDA said vaccines are linked to heart attacks and deaths.
0,"U.S. Government Secretly Paid Major Media Outlets to Promote COVID Vaccines, Suppress Negative Coverage"
0,Video shows Russian President Vladimir Putin visited Air India aircraft to convince Indians.
0,“While Ukrainians bled and died … Congressman Budd excused their killer.”
0,A university study shows that the Pfizer COVID-19 vaccine enters the nucleus of a human cell.
0,"“As soon as Biden took office, he eliminated all subsidies for fossil fuels.”"
0, allegedly shows one of the victims of the Russian invasion of Ukraine smoking a cigarette while wrapped in a body bag.
0," “Russian muftis expressed support for the special operation in Ukraine and called it a forced preventive defensive measure, ‘based on the Holy Quran’.”"
1,“Virginia women are paid 80 cents for every dollar paid to Virginia men.”
0,Documents Were Published Confirming Moderna Created The COVID-19 Virus
0,"“What is happening here is not so different from what we’re seeing happening in Russia, where you have got state TV and controlled messaging across the board.”"
0,“I have never seen the CDC coming out saying” children should get four doses of the polio vaccine.
0,The presence of apes calls into question the concept of evolution.
0, Russia’s missile attack on the NATO training base at Javoriv killed 180 foreign mercenaries
0,Says Ron Johnson “is supporting the Republican plan that phases out Social Security and Medicare.”
0," Nato launched more than 10,000 air raids on Libya in 2011 with over 500,000 civilian casualities."
0,"“One year ago, these were side effects that Pfizer knew about” that “can cause you to die in any number of truly horrific ways.”"
0,Woman who accompanied Zelenskyy in March hospital visit died in February.
0,Jan. 6 defendants “are being held in prison without being charged.”
0," “During the liberation of Marinka, three instructors allegedly from the United States were killed, the people’s militia of the DNR reported.”"
0,A photo shows “NATO resupplying Ukrainian farmers anti-tank supplies.”
0," TV personalities such as Shark Tank investors, Dr. Phil and Dr. Oz endorsed CBD gummies; CBD gummies have numerous health benefits"
0,"Five Wisconsin cities received money for the 2020 election from Mark Zuckerberg, which amounted to “a wave of massive election bribery.”"
0, Kiev regime was covertly preparing an offensive operation against Donbass
0, Encephalitis caused by Pfizer’s Covid-19 vaccine.
0," The Conservatives cut the army from 98,000 personnel in 2010 to 72,500 in 2021 – a reduction of over 25,000."
0,Ketanji Brown Jackson “gave a lecture talking about critical race theory as one of the components to consider when you are making decisions on the bench.”
0,It is cheaper to fill a gas-powered vehicle than an electric one?
0,Ukraine is a country whose “government only exists because the Obama State Department helped to overthrow the previous regime.”
0,Florida eliminated its gas tax.
0,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S."
0," A Pfizer document contains a list of around 158,000 adverse events “from their vaccine”."
0,The drug labels for the Pfizer COVID-19 vaccine “were blank when they should have contained all these diseases and adverse events” listed in a confidential report.
0,"Natural immunity protects better than vaccination; “the mortality risk of an un-boosted person under age 30 was zero”; cloth face masks, school closures had zero benefits for children and some harm"
0,“[Dr. Mehmet] Oz was a spokesman for a group who wanted to defund the police.”
1,Oil companies saw massive jumps in their oil revenues.
0,"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.”"
0,The budget deficit and government debt are both five times higher under the coalition than they were under the previous Labor government.
0,Biden “wants to buy lithium from China for electric cars.”
1,"The CDC “removed tens of thousands of deaths linked to COVID-19, including nearly a quarter of deaths it had listed in those under 18 years old”"
0,San Francisco changed the name of Abraham Lincoln High School.
0,Mo Brooks “voted to cut off funding to destroy ISIS terrorists in the middle of the fight.”
0,Canadian Government Did Publish Data Suggesting People Triple-Vaccinated For COVID-19 Have Developed AIDS and Are five times More Likely To Die Of COVID Than Unvaccinated.
0,"In 2008, oil prices were 50 per cent higher than in 2022 but petrol was almost half the price."
0,“It was Republicans who nominated the 1st Black woman to the SCOTUS & she was BLOCKED & filibustered by … Joe Biden.”
0,George Soros said on CNN he helped overthrow the former Ukrainian president.
0,purportedly shows a man being arrested for wearing a shirt with the phrase “We the people” on it.
0,"CNN tweeted image of Serbian building, claimed it was bombed Ukraine hotel."
0,“Accusing China of spreading disinformation related to Ukraine is in itself disinformation.”
0,"Chelsea Manning is in jail, while George Bush and Dick Cheney are free."
0, Leaked visitor logs revealed that Rep. Adam Schiff visited sex trafficker Jeffrey Epstein’s private island 78 times.
0, To 
0,60% of Democrats say they wouldn’t fight if America was invaded.
0,U.S. Army officially begins dishonorably discharging soldiers who haven’t taken the vaccine
0,Employers can be jailed under the “Corporate Manslaughter Act” for adverse vaccine reactions suffered by their employees.
0, Ketanji Brown Jackson “believes in abortion on demand up to the moment of birth.”
0,Farmed salmon is poisonous and the dye used to make their grey flesh pink can cause humans to lose their eyesight
0, Foo Fighters drummer Taylor Hawkins died from a COVID-19 vaccine.
0,Bombshell Proof Of Colorado Election Machine Manipulation
0,Claims the government of Russia has announced a warrant for the arrest of billionaire George Soros.
0,White trail left behind by planes in sky spreads covid-19
0,The 2021 Georgia Senate runoff and the 2020 presidential election “were stolen.”
0,“Hunter Biden’s Rosemont Seneca investment fund financed the Pentagon’s military biological program in Ukraine.”
0,“New York state has already lost 99% of its historic freshwater wetlands.”
0,Ukraine grows 25% Of the World’s Wheat.
0,The price of crude oil increased 513% between Joe Biden’s inauguration and the Russian invasion of Ukraine
0,Shane Warne’s son revealed his dad had chest pains from the COVID-19 vaccine prior to his death.
0,“An extra 2 whole months and 15 days. That’s how long it takes for white women to make the same amount men made in the same job last year. And it’s even worse for women of color.”
1,Federal coverage for COVID-19 treatment and testing for uninsured Americans ended.
0,Biden told the press “I’m not gonna take any questions because I think it’s inappropriate”
0,“Oxygen kills cancer”; Otto Warburg won two Nobel Prizes for proving lack of oxygen is the cause of cancer
1,“Putin has the gall to say he’s ‘de-Nazifying’ Ukraine. It’s a lie.”
0,"Children in Israel, Finland, Sweden and Switzerland are provided with rifles at school."
0,Photos show electric cars discarded in a garbage dump after batteries failed.
0,An email shows that employers are requiring employees to wear masks during Zoom meetings.
0,“Danish researchers […] found protection against Omicron turned negative three months after the second dose”
0,“Half a million sharks could be killed to make the COVID-19 vaccine.”
0,Ronald McDonald House Is Evicting All Unvaccinated Children.
0,Barack Obama addressing people of Kenya prior to the 2022 General Elections.
0,The ‘CDC 2019-Novel Coronavirus (2019-nCoV) Real-Time RT-PCR Diagnostic Panel’ cannot differentiate between Covid-19 and flu.
0,Stallone wore an anti-Joe Biden and anti-Anthony Fauci shirt.
0, Washington state is considering a proposal to create internment camps for the unvaccinated.
0,Post claims Bill Gates call for withdrawal of COVID-19 vaccines.
0,"By the end of January 2022, all vaccinated Germans will have AIDS and be 100% more vulnerable to Covid infections."
0,Carlos Gimenez “wants a national database to track you and discriminate against you.”
0,4-Year-Old Cancer Patient Denied Make-A-Wish Over Vax Status.
0,Claims that all transactions totaling over $600 made on third-party payment apps like Venmo and PayPal will now be subject to taxes.
1,“The number of COVID-19 deaths recorded so far in 2021 has surpassed the total for 2020.”
0,“The shots were not studied in pregnant women”; “we have seen 50 times the rate of reporting [in VAERS] per month of miscarriages for this vaccine than the other vaccines put together.”
0,COVID-19 vaccine ingredients are not disclosed.
0,"“Blue Cross Blue Shield pays your doctor a $40,000 bonus for fully vaccinating at least 100 patients under the age of two.”"
0,"The COVID-19 vaccine contains bacteria and HIV, prevents body from making new white blood cells."
0,“Mask mandates on children lead to learning loss that harms early childhood development.”
1, U-Haul ran out of moving equipment for Californians leaving the state.
0,"We now have 420,000 more people in employment than there were before the pandemic began."
0,“This country’s working people actually got a raise.”
0,"Claims Trey Gowdy said one fifth of the population is attempting to convince everyone else “that 2000 years of history, structure, cultural norms, and philosophy is suddenly wrong…”"
0,“People are 7% poorer now because of Biden inflation.”
0,Claims World Economic Forum (WEF) executive chairman Klaus Schwab predicted the erasure of 4 billion “useless eaters” by 2050.
0,Raghav Chadha said Raghav Chadha will curb alcohol problems in Punjab since he is an alcoholic himself
0,"Justice Sonia Sotomayor tested positive for COVID-19, according to Facebook post showing image with altered CNBC headline."
0,NASA ‘admits’ polar ice has increased since 1979 and denies significant warming over the last 18 years
1,Omicron is “the fastest-spreading virus known to humankind.”
0,The Purpose Of COVID-19 Vaccines Is To ‘Kill Off A Large Proportion Of The Population’
0,A video shared on Facebook purportedly shows Slovenian tennis player Dalila Jakupović collapsing during a match at the 2022 Australian Open.
0,Video shows Chinese schoolchildren wearing hazmat suits
0,“Ashli Babbitt Tried To Stop Antifa False Flag On Jan 6th”
0,Researchers Discovered ‘Various Foreign Objects’ Like Worms In Pfizer-BioNTech COVID-19 Vaccine
0,A Black Lives Matter administrator was arrested in a 1983 bombing at the U.S. Capitol.
0,Hackers Cracked Pfizer And Moderna Servers And Reveal Vaccine Death Data.
0,The COVID-19 vaccines are experimental
0,NZ Prime Minister Jacinda Ardern expressed gushing support for Philippines presidential candidate Ferdinand “Bongbong” Marcos Jr.
0,"Estimated annual COVID-19 deaths in the U.S. totals 27,530, after you subtract those who died “with, not from” COVID-19, not in nursing homes and who didn’t have four or more comorbidities."
0,MIT Scientist Proves COVID-19 Vaccine Has Possible Long Term Side Effects
0,"“Every 37 seconds, someone is arrested for possession of marijuana.”"
0,"Just 50,000 people have died from COVID-only."
0,“DirecTV cancels OAN after Joe Biden orders media outlets and tech giants to banish voices that deviate from the regime’s official narrative.”
0,The alleged hackers of the Commission on Elections servers planned to commit electoral fraud against presidential aspirant Bongbong Marcos
0,Centers for Disease Control and Prevention study determined previous coronavirus infections offered greater protection against coronavirus than vaccination.
0,"“If the FAA is worried about what the 5G deployment will do to the planes, what do you think it will do to our bodies?”"
0,COVID-19 Vaccines Are Growing New Variants Inside The Bodies Of The Vaccinated
0, NYPD arrests nine-year-old girl for not showing proof of vaccination.
0,"“If you’re white, you don’t get the [COVID-19] vaccine or if you’re white, you don’t get [COVID-19] therapeutics.”"
0,"Purportedly shows an article published by The Guardian about Michael Spencer, a member of the U.K.’s House of Lords, funding a Congolese militia."
0,"“There’s 150 I believe now – it’s over 100 professional athletes dead, professional athletes, the prime of their life, dropping dead that are vaccinated, right on the pitch, right on the field, right on the court.”"
0," A picture shows official “Trump 2024” flags being sewn in China with the slogan, “Save America Again!”"
1,"In Iowa, “since we have put a number of the voting laws into place over the last several years — voter ID is one of those — we’ve actually seen voter participation increase, even in off-election years.”"
0,"“Without a shred of clinical data to support its decision, the Biden Administration has revoked the emergency use authorization for lifesaving monoclonal antibody treatments.”"
0,Kris Aquino died after her health deteriorated into a critical condition.
0,Senior citizens have until Jan. 31 to apply for “free dental work” under a recently announced Medicare “stimulus.”
0,"Fox News avoids lawsuits by claiming that “it’s NOT real news, but rather ‘entertainment.’”"
0,"The Biden-Harris administration “wants to hand out $450,000 to illegal immigrants.”"
0, South Carolina truckers headed for anti-vaccine mandate rally.
1, President Joe Biden received five draft deferments because of his asthma and thus did not serve in the Vietnam War.
0,Australia has recorded 12 times more deaths due to COVID-19 vaccines than from all other vaccines combined over 50 years.
0,“There’s never been a president (before Joe Biden) that has made race and gender the defining factor” for a Supreme Court nomination.
0,“Total Deaths From COVID MUCH LOWER Than Reported”
0,Dr. Anthony Fauci has never taken care of patients.
0,"COVID-19 Vaccines Contain Graphene bubbles, Can Be Remotely Detonated To Explode Like Bombs"
0, Scottish data shows that the Covid-19 age-standardized case rate is highest among the two-dose vaccinated and lowest among unvaccinated! It further shows this trend of negative efficacy for the double-vaccinated persisting for hospitalizations and deaths.
0," “Biden won’t allow Delta-variant COVID patients to get proven and effective monoclonal treatments even though there are 50,000-100,000 Americans infected by Delta EVERY DAY.”"
0,"COVID vaccines cause body to produce spike proteins in the brain, lung, heart, bone marrow, sex organs."
0,"COVID-19-induced pneumonia is “is actually mast cell degranulation of the lungs,” a type of allergic reaction."
0,An image shared on Facebook purportedly shows an NHS poster that warns the “COVID-19 Vaccine Causes Bell’s Palsy.”
0,“Chicago maintained the lowest unemployment rate through most of 2021 of any large American city.”
0,"Ten countries cancelled quarantine, covid procedures, vaccination, and Germany is recommending gargling with salt water to curb COVID"
1,“Clarence Thomas is about to become the only member of the current Supreme Court who was nominated by a president of one party and confirmed by a Senate controlled by the other party.”
0,Wisconsin Assembly Unanimously Votes To Withdraw Biden’s 2020 Electoral Votes
0,"Says Voltaire said, “To learn who rules over you, simply find out who you are not allowed to criticize.”"
1," A reminder that “Doctor” Rand Paul was a twice sued-for-malpractice eye doctor. He received his certification through an open-book take-home test administered by a non-accredit board that HE set up, consisting of his family."
0,SCOTUS said testing and vaccine mandates were illegal.
0,Did rugby player Jordan Michallet die due to Covid-19 vaccine?
0,Proposed changes to the Electoral Count act show Pence had the power and “could have overturned the election!”
0,"“Of course, we’ve heard story after story. I mean, all these athletes dropping dead on the field, but we’re supposed to ignore that.”"
0, “Worldwide Data suggests Fully Vaccinated [people] are developing Acquired Immunodeficiency Syndrome”
0,"“The Holocaust isn’t about race. No, it’s not about race.”"
0,"“Unlike US, #Russia deploys military forces only upon request from host countries. We fulfil [sic] agreements with them and abide by international law.”"
0,The Centers for Disease Control and Prevention has amassed the “largest collection of human data in history” through COVID-19 PCR tests.
0, Moderna and Pfizer are not Mandating COVID Vaccine For Its Employees.
0,Luc Montagnier’s death is linked to his “exposing” that there’s HIV in the COVID-19 vaccine.
0,"Everyone is at Risk for Blood Clots, Even The Healthiest Athletes"
0,CDC lowered speech standard for children because of masking.
0,"“As we know, it has already been stated today that Ukraine intends to create its own nuclear weapons, and this is not just bragging.”"
0,A White House official said a fourth round of stimulus payments are being made to eligible American.
0,"“Until 1981, this powerful body, the Supreme Court, was all white men.”"
0,“[A]t a time when we had 2 million illegal immigrants cross our border under Joe Biden’s tenure in office. That’s like adding the entire population of Nebraska to this country.”
0," “In 2022, illegal immigrants will have MORE FREEDOMS and easier access to healthcare and ballot boxes than most Americans… Just think about that.”"
0,“Facebook is spamming all climate articles by misleading readers about” the accuracy of climate models.”
0,Attorney Thomas Renz Reveals Mind Blowing COVID Jab Injury Numbers From DoD Whistleblowers.
0,“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”
0, Norton renewed your annual membership and said to contact the company for a refund.
0,"Says Chuck Norris recorded a video in response to the Biden administration saying, “Our great country and freedom are under attack.”"
0,“It’s not illegal to go inside the Capitol” as the Oath Keepers and other Jan. 6 rioters did.
0,Thrombosis Deaths In UK Are 500%-600% Greater Than Last 14 Years
0,"“Without a shred of clinical data to support its decision, the Biden Administration has revoked the emergency use authorization for lifesaving monoclonal antibody treatments.”"
0," Microsoft developing microchip to hold vaccination status, trials in July"
0,Video Shows ‘Illegal’ Migrant Workers Arriving At Florida Hotel
1,“Tax collections for the first half of the current financial year rose at the fastest pace since president Uhuru Kenyatta took power in 2013 …”
0,"“They call” Jan. 6 “an insurrection,” but “were FBI agents used as political agitators?”"
0,Dan Bongino’s Graphic Of Unhealthy U.S. Cities Run By Democrats
0,“You couldn’t buy a cannon” when the Second Amendment was passed.
0, A post shared on Instagram alleges Pfizer advised against unprotected sex up to 28 days after receiving the second dose of its COVID-19 vaccine due to potential reproductive risks.
0,"Rep. Alexandria Ocasio-Cortez said, “I don’t need truckers. I get my food from the grocery store.”"
0,Korean has been adopted as an official language of the UN.
1,“Iowa Republicans have introduced a bill that would put government-installed cameras in every single classroom to livestream school activities for parents to spy on teachers and children.”
1,“Governor Kate Brown wants to make Oregon’s mask mandate PERMANENT.”
0," Biden Administration To Fund Crack Pipes, Heroin."
0,A study on the NIH website comes to a different conclusion than the CDC about the use of ivermectin to treat COVID-19.
0,"Incidences of heart attacks, Bell’s palsy, congenital malformations, female infertility, pulmonary embolisms, neurological abnormalities and cancers have increased dramatically, according to NHS data."
0,“Biden and most Democrats want to cap insulin prices at $35 per month. All 50 Republicans in the Senate are opposed to it.”
0,The CDC’s death rate estimates for COVID-19 are “classifying people who have 1 or 2 jabs as ‘unvaccinated.'”
0,“President Trump sanctioned Russia. President Biden gave them a pipeline.”
0,More than 200 Australian doctors have been struck off the medical register during the COVID-19 pandemic.
0,“4 busloads of illegals” were “dropped off from the Southern Border” at a Florida hotel.
0, Judge Ordered Ottawa Police To Return Seized Fuel Taken During ‘Freedom Convoy’
0,"Clips of Dr. Anthony Fauci show he “flip-flopped” on guidance for wearing masks, whether kids should be in school and whether people should change how they interact."
1,"R. Kelly is a convicted pedophile. His music is still on Spotify. The Left has no problem with that, yet they’re waging war against Rogan."
0,Dispensers sell bullets ‘by the pound’ at an Idaho grocery store
0,"80% Of Serious COVID Cases In Israel ARE among Fully Vaccinated, says Dr. Yaakov Jerris."
0,COVID-19 vaccines caused a 40% increase in deaths identified by a life insurance company.
0,A nine-year-old girl was arrested at the Natural History Museum in New York City for refusing to show proof of vaccination.
0," “New Jersey and Maryland produce more solar power than Florida, the Sunshine State!”"
0,The COVID-19 vaccine “destroys the subject’s natural immune system”; HIV VB variant is a “cover up”
0,COVID-19 vaccines are the first that allow the virus to spread “even after vaccination.”
0,Canadian Government Planted Dumpster Full Of Rocks To Provoke Violence At ‘Freedom Convoy’
0,Arizona House bill to “decertify” 2020 results “could effectively recall the Biden electors.”
0, COVID Vaccines Are Experimental Gene Therapy.
0,"“In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.”"
0,COVID vaccines cause permanent damage to children’s critical organs.
0,The CDC staged “the ‘escaping monkeys’ as a cover story for releasing the next bioweapon.”
0,The New Zealand government is considering putting COVID-19 vaccines into city water supplies.
0,“Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”
0,Allegedly shows a COVID-19 crisis actor emerging out of a body bag in the middle of a news broadcast.
0,Doctors In Western Countries Are Being Arrested For Prescribing Ivermectin
0,There is no evidence carbon dioxide directly causes any change in the climate.
0,COVID-19 Vaccines Are ‘Dangerous And Ineffective’ And ‘Need To Be Withdrawn From The Market’
0,“The second booster has eight strains of HIV.”
0," In February 2022, Moderna CEO Stéphane Bancel suddenly dumped $400 million worth of the company’s stock over worries that it was about to lose value because of “bad news,” and deleted his Twitter account."
0, A video shows that “OnlyFans has guys on campus encouraging your daughters to do porn for ‘financial freedom.’”
1,"“Inflation has been caused by the global economies shutting down all at once, reopening all at once. And … the U.S. economy is recovering at a far faster pace than any other country in the OECD.”"
0,Hackers released ‘vaccine death data’ from Pfizer and Moderna.
0, Turning Point USA is a white nationalist organization.
0,"In 2021, cases of pregnancy and fertility issues, cancer, neurological issues, and heart disease spiked after COVID-19 vaccination"
1, “The social relief of distress grant has provided support to more than 10 million unemployed people…”
0,Says the FDA said that Pfizer “falsely misled” the agency about the safety of the COVID-19 vaccines and that the shots are killing more people than they save.
0,Cancer rates have increased 20-fold since Operation Warp Speed.
1,“More than half of Virginia’s school buildings are older than 50 years.”
0, COVID Vaccines Have Increased ‘Serious Injury’ By Over 2000% In Germany
0, Former President Donald Trump’s “Truth Social” platform will cost users $4.99 a week.
0,Claims 50 percent of Ottawa’s police force resigned in the wake of the Freedom Convoy protests in the city.
0," “[T]he law allows Trump to tear up documents, shred them, and take documents when he left the White House.”"
0,Data from the US military shows a sharp rise in the incidence of various diseases in 2021.
1,"“Teachers can only deduct up to $250 for school supplies on their taxes, but billionaires can write off the entire cost of a private jet.”"
0,Shocking Evidence of Widespread Fraud in Wisconsin’s Voter Database.
0,At least 50% of people who survive Covid-19 have debilitating health issues in the months afterwards.
0,"Modi government has spent Rs 1,000-crore to build the Statue of Equality."
0,"Says the Biden administration’s Unaccompanied Alien Children process has “no vetting, no transparency.”"
0,The Lancet Published Medical Professor’s Warning That Natural Immunity Has Made Vaccine Mandates Irrelevant
0,"Says Rep. Marjorie Taylor Greene said, “If it weren’t for electricity, we’d all be watching TV by candlelight.”"
0,purportedly shows former President Donald Trump with his pants pulled high above his waist.
0,"“Books banned in Texas include 1984, Maus, and The Handmaid’s Tale, but not Mein Kampf.”"
0,Canadian Prime Minister Justin Trudeau posted a message on social media telling vaccinated Canadians to stop talking to their unvaccinated relatives.
0,“There is absolutely no observed or clinical data that indicates any benefit whatsoever to masking K-12 students in schools.”
0, Scientists Lied About Isolating The Virus That Causes COVID-19.
0, Dr. Anthony Fauci was charged with murder by a grand jury.
0,COVID-19 boosters are ‘destroying your immune system’
0,Pakistan university sent letter to students warning them against valentines day celebrations.
0,“Ukraine was the No. 1 donor to Hillary Clinton when she was running for president.”
0, Queen Elizabeth II is taking ivermectin to treat COVID-19.
0,Greenpeace USA had a banner on Trump International Hotel in Las Vegas making fun of Donald Trump’s genitalia.
0, Trump Passed Bill Raising Taxes In 2021 And Every Two Years Until 2027
0,“The latest with the Durham report is that the Clinton campaign … actually spied on the president of the United States.”
0,"“The United States directly controls the National Agency on Corruption Prevention, the National Anti-Corruption Bureau, the Specialized Anti-Corruption Prosecutor’s Office and the High Anti-Corruption Court.”"
0, Russia is targeting U.S. biological weapons labs in Ukraine invasion.
0," Claims the FDA said Pfizer falsely misled them regarding the safety of its COVID-19 vaccine, adding that it was causing two deaths for every life it saved."
0,"Freedom Convoy protesters in Ottawa, Ontario were arrested and released “in the middle of nowhere” because the arrests were “illegal.”"
1, Russian state television has been airing and translating clips from Fox News host Tucker Carlson’s show where he defends Putin.
0, allegedly shows an explosion at a Ukrainian power plant caused by a Russian airstrike.
0,Ethnic Russians face “genocide perpetrated by the Kyiv regime.”
0,Wearing masks is “COVID theater” and “not doing anything.”
